(customerName),(productName),(productLine),(orderDate),(orderMonth),(orderYear),(orderQuarter),(dollar_sales)
"La Rochelle Gifts","1930 Buick Marquette Phaeton","Vintage Cars","2004-07-23 00:00:00","7","2004","3",1,526
"La Rochelle Gifts","American Airlines: B767-300","Planes","2004-07-23 00:00:00","7","2004","3",2,748
"La Rochelle Gifts","America West Airlines B757-200","Planes","2004-07-23 00:00:00","7","2004","3",3,228
"La Rochelle Gifts","ATA: B757-300","Planes","2004-07-23 00:00:00","7","2004","3",4,898
"La Rochelle Gifts","F/A 18 Hornet 1/72","Planes","2004-07-23 00:00:00","7","2004","3",3,096
"La Rochelle Gifts","American Airlines: MD-11S","Planes","2004-07-23 00:00:00","7","2004","3",1,859
"Online Mini Collectables","1968 Ford Mustang","Classic Cars","2004-08-02 00:00:00","8","2004","3",9,242
"Online Mini Collectables","2002 Suzuki XREO","Motorcycles","2004-08-02 00:00:00","8","2004","3",6,477
"Online Mini Collectables","1968 Dodge Charger","Classic Cars","2004-08-02 00:00:00","8","2004","3",4,912
"Online Mini Collectables","1970 Plymouth Hemi Cuda","Classic Cars","2004-08-02 00:00:00","8","2004","3",2,578
"Online Mini Collectables","1969 Dodge Super Bee","Classic Cars","2004-08-02 00:00:00","8","2004","3",2,964
"Online Mini Collectables","1976 Ford Gran Torino","Classic Cars","2004-08-02 00:00:00","8","2004","3",4,189
"Online Mini Collectables","1957 Vespa GS150","Motorcycles","2004-08-02 00:00:00","8","2004","3",1,805
"Online Mini Collectables","1957 Corvette Convertible","Classic Cars","2004-08-02 00:00:00","8","2004","3",5,785
"Online Mini Collectables","1982 Ducati 900 Monster","Motorcycles","2004-08-02 00:00:00","8","2004","3",2,835
"Online Mini Collectables","1971 Alpine Renault 1600s","Classic Cars","2004-08-02 00:00:00","8","2004","3",1,163
"Online Mini Collectables","1961 Chevrolet Impala","Classic Cars","2004-08-02 00:00:00","8","2004","3",3,221
"Online Mini Collectables","1982 Ducati 996 R","Motorcycles","2004-08-02 00:00:00","8","2004","3",956
"Online Mini Collectables","1974 Ducati 350 Mk3 Desmo","Motorcycles","2004-08-02 00:00:00","8","2004","3",3,607
"Online Mini Collectables","2002 Yamaha YZR M1","Motorcycles","2004-08-02 00:00:00","8","2004","3",1,418
"Dragon Souveniers, Ltd.","1969 Dodge Charger","Classic Cars","2004-08-04 00:00:00","8","2004","3",2,612
"Signal Gift Stores","1993 Mazda RX-7","Classic Cars","2004-08-06 00:00:00","8","2004","3",3,898
"Signal Gift Stores","1965 Aston Martin DB5","Classic Cars","2004-08-06 00:00:00","8","2004","3",2,461
"Signal Gift Stores","1948 Porsche 356-A Roadster","Classic Cars","2004-08-06 00:00:00","8","2004","3",2,121
"Signal Gift Stores","1995 Honda Civic","Classic Cars","2004-08-06 00:00:00","8","2004","3",3,424
"Signal Gift Stores","1999 Indy 500 Monte Carlo SS","Classic Cars","2004-08-06 00:00:00","8","2004","3",4,582
"Signal Gift Stores","1992 Ferrari 360 Spider red","Classic Cars","2004-08-06 00:00:00","8","2004","3",7,041
"Signal Gift Stores","1948 Porsche Type 356 Roadster","Classic Cars","2004-08-06 00:00:00","8","2004","3",3,548
"Signal Gift Stores","1966 Shelby Cobra 427 S/C","Classic Cars","2004-08-06 00:00:00","8","2004","3",1,708
"Signal Gift Stores","1982 Lamborghini Diablo","Classic Cars","2004-08-06 00:00:00","8","2004","3",1,159
"Signal Gift Stores","1956 Porsche 356A Coupe","Classic Cars","2004-08-06 00:00:00","8","2004","3",3,406
"Euro+ Shopping Channel","1957 Ford Thunderbird","Classic Cars","2004-08-09 00:00:00","8","2004","3",1,779
"Euro+ Shopping Channel","1970 Chevy Chevelle SS 454","Classic Cars","2004-08-09 00:00:00","8","2004","3",2,187
"Euro+ Shopping Channel","1949 Jaguar XK 120","Classic Cars","2004-08-09 00:00:00","8","2004","3",3,740
"Euro+ Shopping Channel","1952 Citroen-15CV","Classic Cars","2004-08-09 00:00:00","8","2004","3",5,130
"Euro+ Shopping Channel","1969 Chevrolet Camaro Z28","Classic Cars","2004-08-09 00:00:00","8","2004","3",2,599
"Euro+ Shopping Channel","2002 Chevy Corvette","Classic Cars","2004-08-09 00:00:00","8","2004","3",4,574
"Amica Models & Co.","1952 Alpine Renault 1300","Classic Cars","2004-08-17 00:00:00","8","2004","3",6,995
"Amica Models & Co.","1940 Ford Pickup Truck","Trucks and Buses","2004-08-17 00:00:00","8","2004","3",2,352
"Amica Models & Co.","1937 Lincoln Berline","Vintage Cars","2004-08-17 00:00:00","8","2004","3",4,367
"Amica Models & Co.","1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","2004-08-17 00:00:00","8","2004","3",1,281
"Amica Models & Co.","1917 Grand Touring Sedan","Vintage Cars","2004-08-17 00:00:00","8","2004","3",4,199
"Amica Models & Co.","1911 Ford Town Car","Vintage Cars","2004-08-17 00:00:00","8","2004","3",1,332
"Amica Models & Co.","1932 Model A Ford J-Coupe","Vintage Cars","2004-08-17 00:00:00","8","2004","3",4,045
"Amica Models & Co.","1928 Mercedes-Benz SSK","Vintage Cars","2004-08-17 00:00:00","8","2004","3",3,490
"Amica Models & Co.","1913 Ford Model T Speedster","Vintage Cars","2004-08-17 00:00:00","8","2004","3",3,775
"Amica Models & Co.","1934 Ford V8 Coupe","Vintage Cars","2004-08-17 00:00:00","8","2004","3",2,337
"Amica Models & Co.","18th Century Vintage Horse Carriage","Vintage Cars","2004-08-17 00:00:00","8","2004","3",2,976
"Amica Models & Co.","1917 Maxwell Touring Car","Vintage Cars","2004-08-17 00:00:00","8","2004","3",3,373
"Amica Models & Co.","1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","2004-08-17 00:00:00","8","2004","3",2,706
"Amica Models & Co.","1939 Chevrolet Deluxe Coupe","Vintage Cars","2004-08-17 00:00:00","8","2004","3",597
"Amica Models & Co.","1938 Cadillac V-16 Presidential Limousine","Vintage Cars","2004-08-17 00:00:00","8","2004","3",1,633
"Amica Models & Co.","1936 Mercedes Benz 500k Roadster","Vintage Cars","2004-08-17 00:00:00","8","2004","3",1,165
"Amica Models & Co.","1936 Chrysler Airflow","Vintage Cars","2004-08-17 00:00:00","8","2004","3",1,677
"Diecast Classics Inc.","1962 LanciaA Delta 16V","Classic Cars","2004-08-19 00:00:00","8","2004","3",5,851
"Diecast Classics Inc.","1958 Setra Bus","Trucks and Buses","2004-08-19 00:00:00","8","2004","3",3,178
"Diecast Classics Inc.","1957 Chevy Pickup","Trucks and Buses","2004-08-19 00:00:00","8","2004","3",4,033
"Diecast Classics Inc.","1964 Mercedes Tour Bus","Trucks and Buses","2004-08-19 00:00:00","8","2004","3",5,479
"Diecast Classics Inc.","1926 Ford Fire Engine","Trucks and Buses","2004-08-19 00:00:00","8","2004","3",1,639
"Diecast Classics Inc.","1992 Ferrari 360 Spider red","Classic Cars","2004-08-19 00:00:00","8","2004","3",3,387
"Diecast Classics Inc.","1940s Ford truck","Trucks and Buses","2004-08-19 00:00:00","8","2004","3",2,422
"Diecast Classics Inc.","1939 Cadillac Limousine","Vintage Cars","2004-08-19 00:00:00","8","2004","3",1,881
"Diecast Classics Inc.","1962 Volkswagen Microbus","Trucks and Buses","2004-08-19 00:00:00","8","2004","3",2,812
"Diecast Classics Inc.","1958 Chevy Corvette Limited Edition","Classic Cars","2004-08-19 00:00:00","8","2004","3",679
"Diecast Classics Inc.","1980Ã¢â‚¬â„¢s GM Manhattan Express","Trucks and Buses","2004-08-19 00:00:00","8","2004","3",2,346
"Diecast Classics Inc.","1954 Greyhound Scenicruiser","Trucks and Buses","2004-08-19 00:00:00","8","2004","3",1,392
"Diecast Classics Inc.","1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","2004-08-19 00:00:00","8","2004","3",2,141
"Diecast Classics Inc.","1982 Camaro Z28","Classic Cars","2004-08-19 00:00:00","8","2004","3",2,403
"Mini Gifts Distributors Ltd.","2001 Ferrari Enzo","Classic Cars","2004-08-20 00:00:00","8","2004","3",7,242
"Mini Gifts Distributors Ltd.","1969 Corvair Monza","Classic Cars","2004-08-20 00:00:00","8","2004","3",3,835
"Mini Gifts Distributors Ltd.","1969 Ford Falcon","Classic Cars","2004-08-20 00:00:00","8","2004","3",4,069
"Mini Gifts Distributors Ltd.","1998 Chrysler Plymouth Prowler","Classic Cars","2004-08-20 00:00:00","8","2004","3",3,389
"Mini Gifts Distributors Ltd.","1903 Ford Model A","Vintage Cars","2004-08-20 00:00:00","8","2004","3",5,286
"Mini Gifts Distributors Ltd.","Collectable Wooden Train","Trains","2004-08-20 00:00:00","8","2004","3",3,195
"Mini Gifts Distributors Ltd.","1970 Triumph Spitfire","Classic Cars","2004-08-20 00:00:00","8","2004","3",4,096
"Mini Gifts Distributors Ltd.","1970 Dodge Coronet","Classic Cars","2004-08-20 00:00:00","8","2004","3",1,442
"Mini Gifts Distributors Ltd.","1992 Porsche Cayenne Turbo Silver","Classic Cars","2004-08-20 00:00:00","8","2004","3",3,783
"Mini Gifts Distributors Ltd.","1950's Chicago Surface Lines Streetcar","Trains","2004-08-20 00:00:00","8","2004","3",1,857
"Mini Gifts Distributors Ltd.","Diamond T620 Semi-Skirted Tanker","Trucks and Buses","2004-08-20 00:00:00","8","2004","3",4,354
"Mini Gifts Distributors Ltd.","1962 City of Detroit Streetcar","Trains","2004-08-20 00:00:00","8","2004","3",2,081
"Mini Gifts Distributors Ltd.","The Mayflower","Ships","2004-08-20 00:00:00","8","2004","3",3,352
"Royal Canadian Collectables, Ltd.","1972 Alfa Romeo GTA","Classic Cars","2004-08-20 00:00:00","8","2004","3",3,264
"Royal Canadian Collectables, Ltd.","1999 Yamaha Speed Boat","Ships","2004-08-20 00:00:00","8","2004","3",1,644
"Royal Canadian Collectables, Ltd.","1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","2004-08-20 00:00:00","8","2004","3",4,627
"Royal Canadian Collectables, Ltd.","1904 Buick Runabout","Vintage Cars","2004-08-20 00:00:00","8","2004","3",2,447
"Royal Canadian Collectables, Ltd.","18th century schooner","Ships","2004-08-20 00:00:00","8","2004","3",4,181
"Royal Canadian Collectables, Ltd.","1912 Ford Model T Delivery Wagon","Vintage Cars","2004-08-20 00:00:00","8","2004","3",2,738
"Royal Canadian Collectables, Ltd.","1940 Ford Delivery Sedan","Vintage Cars","2004-08-20 00:00:00","8","2004","3",2,546
"Royal Canadian Collectables, Ltd.","The Schooner Bluenose","Ships","2004-08-20 00:00:00","8","2004","3",2,790
"Royal Canadian Collectables, Ltd.","HMS Bounty","Ships","2004-08-20 00:00:00","8","2004","3",1,485
"Royal Canadian Collectables, Ltd.","The USS Constitution Ship","Ships","2004-08-20 00:00:00","8","2004","3",3,227
"Royal Canadian Collectables, Ltd.","The Titanic","Ships","2004-08-20 00:00:00","8","2004","3",1,939
"Royal Canadian Collectables, Ltd.","The Queen Mary","Ships","2004-08-20 00:00:00","8","2004","3",3,246
"Royal Canadian Collectables, Ltd.","Boeing X-32A JSF","Planes","2004-08-20 00:00:00","8","2004","3",1,772
"Royal Canadian Collectables, Ltd.","Pont Yacht","Ships","2004-08-20 00:00:00","8","2004","3",1,622
"Norway Gifts By Mail, Co.","1980s Black Hawk Helicopter","Planes","2004-08-21 00:00:00","8","2004","3",6,174
"Norway Gifts By Mail, Co.","P-51-D Mustang","Planes","2004-08-21 00:00:00","8","2004","3",2,121
"Norway Gifts By Mail, Co.","1928 British Royal Navy Airplane","Planes","2004-08-21 00:00:00","8","2004","3",2,239
"Norway Gifts By Mail, Co.","1900s Vintage Bi-Plane","Planes","2004-08-21 00:00:00","8","2004","3",1,952
"Norway Gifts By Mail, Co.","1937 Horch 930V Limousine","Vintage Cars","2004-08-21 00:00:00","8","2004","3",2,333
"Norway Gifts By Mail, Co.","Corsair F4U ( Bird Cage)","Planes","2004-08-21 00:00:00","8","2004","3",1,376
"Norway Gifts By Mail, Co.","1900s Vintage Tri-Plane","Planes","2004-08-21 00:00:00","8","2004","3",1,400
"Norway Gifts By Mail, Co.","1928 Ford Phaeton Deluxe","Vintage Cars","2004-08-21 00:00:00","8","2004","3",3,027
"Norway Gifts By Mail, Co.","1930 Buick Marquette Phaeton","Vintage Cars","2004-08-21 00:00:00","8","2004","3",1,181
"Norway Gifts By Mail, Co.","American Airlines: B767-300","Planes","2004-08-21 00:00:00","8","2004","3",2,105
"Norway Gifts By Mail, Co.","America West Airlines B757-200","Planes","2004-08-21 00:00:00","8","2004","3",4,308
"Norway Gifts By Mail, Co.","F/A 18 Hornet 1/72","Planes","2004-08-21 00:00:00","8","2004","3",1,700
"Norway Gifts By Mail, Co.","American Airlines: MD-11S","Planes","2004-08-21 00:00:00","8","2004","3",2,345
"Marta's Replicas Co.","1969 Harley Davidson Ultimate Chopper","Motorcycles","2004-08-27 00:00:00","8","2004","3",3,445
"Marta's Replicas Co.","1996 Moto Guzzi 1100i","Motorcycles","2004-08-27 00:00:00","8","2004","3",5,199
"Marta's Replicas Co.","2003 Harley-Davidson Eagle Drag Bike","Motorcycles","2004-08-27 00:00:00","8","2004","3",4,497
"Marta's Replicas Co.","2002 Suzuki XREO","Motorcycles","2004-08-27 00:00:00","8","2004","3",6,421
"Marta's Replicas Co.","1936 Harley Davidson El Knucklehead","Motorcycles","2004-08-27 00:00:00","8","2004","3",1,018
"Marta's Replicas Co.","1997 BMW R 1100 S","Motorcycles","2004-08-27 00:00:00","8","2004","3",3,104
"Marta's Replicas Co.","1960 BSA Gold Star DBD34","Motorcycles","2004-08-27 00:00:00","8","2004","3",2,406
"Marta's Replicas Co.","1982 Ducati 900 Monster","Motorcycles","2004-08-27 00:00:00","8","2004","3",2,448
"Marta's Replicas Co.","1997 BMW F650 ST","Motorcycles","2004-08-27 00:00:00","8","2004","3",3,068
"Marta's Replicas Co.","1982 Ducati 996 R","Motorcycles","2004-08-27 00:00:00","8","2004","3",1,355
"Marta's Replicas Co.","1974 Ducati 350 Mk3 Desmo","Motorcycles","2004-08-27 00:00:00","8","2004","3",2,600
"Marta's Replicas Co.","2002 Yamaha YZR M1","Motorcycles","2004-08-27 00:00:00","8","2004","3",2,983
"Marta's Replicas Co.","ATA: B757-300","Planes","2004-08-27 00:00:00","8","2004","3",4,592
"La Corne D'abondance, Co.","1957 Vespa GS150","Motorcycles","2004-08-28 00:00:00","8","2004","3",1,961
"Vida Sport, Ltd","1968 Ford Mustang","Classic Cars","2004-08-30 00:00:00","8","2004","3",4,004
"Vida Sport, Ltd","1968 Dodge Charger","Classic Cars","2004-08-30 00:00:00","8","2004","3",5,285
"Vida Sport, Ltd","1970 Plymouth Hemi Cuda","Classic Cars","2004-08-30 00:00:00","8","2004","3",3,043
"Vida Sport, Ltd","1969 Dodge Charger","Classic Cars","2004-08-30 00:00:00","8","2004","3",2,463
"Vida Sport, Ltd","1993 Mazda RX-7","Classic Cars","2004-08-30 00:00:00","8","2004","3",4,642
"Vida Sport, Ltd","1948 Porsche 356-A Roadster","Classic Cars","2004-08-30 00:00:00","8","2004","3",2,710
"Vida Sport, Ltd","1995 Honda Civic","Classic Cars","2004-08-30 00:00:00","8","2004","3",2,970
"Vida Sport, Ltd","1999 Indy 500 Monte Carlo SS","Classic Cars","2004-08-30 00:00:00","8","2004","3",5,053
"Vida Sport, Ltd","1992 Ferrari 360 Spider red","Classic Cars","2004-08-30 00:00:00","8","2004","3",4,938
"Vida Sport, Ltd","1969 Dodge Super Bee","Classic Cars","2004-08-30 00:00:00","8","2004","3",2,939
"Vida Sport, Ltd","1976 Ford Gran Torino","Classic Cars","2004-08-30 00:00:00","8","2004","3",5,115
"Vida Sport, Ltd","1948 Porsche Type 356 Roadster","Classic Cars","2004-08-30 00:00:00","8","2004","3",3,776
"Vida Sport, Ltd","1957 Corvette Convertible","Classic Cars","2004-08-30 00:00:00","8","2004","3",4,047
"Vida Sport, Ltd","1982 Lamborghini Diablo","Classic Cars","2004-08-30 00:00:00","8","2004","3",1,128
"Vida Sport, Ltd","1971 Alpine Renault 1600s","Classic Cars","2004-08-30 00:00:00","8","2004","3",1,163
"Vida Sport, Ltd","1956 Porsche 356A Coupe","Classic Cars","2004-08-30 00:00:00","8","2004","3",4,954
"Vida Sport, Ltd","1961 Chevrolet Impala","Classic Cars","2004-08-30 00:00:00","8","2004","3",3,169
"Handji Gifts& Co","1965 Aston Martin DB5","Classic Cars","2004-09-01 00:00:00","9","2004","3",2,414
"Handji Gifts& Co","1917 Grand Touring Sedan","Vintage Cars","2004-09-01 00:00:00","9","2004","3",5,386
"Handji Gifts& Co","1911 Ford Town Car","Vintage Cars","2004-09-01 00:00:00","9","2004","3",1,407
"Handji Gifts& Co","1932 Model A Ford J-Coupe","Vintage Cars","2004-09-01 00:00:00","9","2004","3",3,192
"Handji Gifts& Co","1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","2004-09-01 00:00:00","9","2004","3",3,157
"Handji Gifts& Co","1957 Ford Thunderbird","Classic Cars","2004-09-01 00:00:00","9","2004","3",1,311
"Handji Gifts& Co","1970 Chevy Chevelle SS 454","Classic Cars","2004-09-01 00:00:00","9","2004","3",2,408
"Handji Gifts& Co","1966 Shelby Cobra 427 S/C","Classic Cars","2004-09-01 00:00:00","9","2004","3",2,465
"Handji Gifts& Co","1939 Chevrolet Deluxe Coupe","Vintage Cars","2004-09-01 00:00:00","9","2004","3",934
"Handji Gifts& Co","1949 Jaguar XK 120","Classic Cars","2004-09-01 00:00:00","9","2004","3",2,862
"Handji Gifts& Co","1952 Citroen-15CV","Classic Cars","2004-09-01 00:00:00","9","2004","3",5,243
"Handji Gifts& Co","1969 Chevrolet Camaro Z28","Classic Cars","2004-09-01 00:00:00","9","2004","3",2,590
"Handji Gifts& Co","2002 Chevy Corvette","Classic Cars","2004-09-01 00:00:00","9","2004","3",4,171
"Handji Gifts& Co","1936 Mercedes Benz 500k Roadster","Vintage Cars","2004-09-01 00:00:00","9","2004","3",1,246
"Herkku Gifts","1937 Lincoln Berline","Vintage Cars","2004-09-03 00:00:00","9","2004","3",3,514
"Herkku Gifts","1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","2004-09-03 00:00:00","9","2004","3",1,074
"Herkku Gifts","1928 Mercedes-Benz SSK","Vintage Cars","2004-09-03 00:00:00","9","2004","3",6,095
"Herkku Gifts","1938 Cadillac V-16 Presidential Limousine","Vintage Cars","2004-09-03 00:00:00","9","2004","3",1,855
"Auto-Moto Classics Inc.","1917 Maxwell Touring Car","Vintage Cars","2004-09-07 00:00:00","9","2004","3",2,089
"Auto-Moto Classics Inc.","1936 Chrysler Airflow","Vintage Cars","2004-09-07 00:00:00","9","2004","3",3,769
"Scandinavian Gift Ideas","1952 Alpine Renault 1300","Classic Cars","2004-09-08 00:00:00","9","2004","3",7,770
"Scandinavian Gift Ideas","1962 LanciaA Delta 16V","Classic Cars","2004-09-08 00:00:00","9","2004","3",4,255
"Scandinavian Gift Ideas","1958 Setra Bus","Trucks and Buses","2004-09-08 00:00:00","9","2004","3",5,043
"Scandinavian Gift Ideas","1940 Ford Pickup Truck","Trucks and Buses","2004-09-08 00:00:00","9","2004","3",3,970
"Scandinavian Gift Ideas","1926 Ford Fire Engine","Trucks and Buses","2004-09-08 00:00:00","9","2004","3",1,359
"Scandinavian Gift Ideas","1913 Ford Model T Speedster","Vintage Cars","2004-09-08 00:00:00","9","2004","3",4,666
"Scandinavian Gift Ideas","1934 Ford V8 Coupe","Vintage Cars","2004-09-08 00:00:00","9","2004","3",2,080
"Scandinavian Gift Ideas","18th Century Vintage Horse Carriage","Vintage Cars","2004-09-08 00:00:00","9","2004","3",2,144
"Scandinavian Gift Ideas","1940s Ford truck","Trucks and Buses","2004-09-08 00:00:00","9","2004","3",4,649
"Scandinavian Gift Ideas","1939 Cadillac Limousine","Vintage Cars","2004-09-08 00:00:00","9","2004","3",1,313
"Scandinavian Gift Ideas","1962 Volkswagen Microbus","Trucks and Buses","2004-09-08 00:00:00","9","2004","3",5,275
"Scandinavian Gift Ideas","1980Ã¢â‚¬â„¢s GM Manhattan Express","Trucks and Buses","2004-09-08 00:00:00","9","2004","3",2,154
"Scandinavian Gift Ideas","1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","2004-09-08 00:00:00","9","2004","3",1,696
"Scandinavian Gift Ideas","1982 Camaro Z28","Classic Cars","2004-09-08 00:00:00","9","2004","3",2,436
"Land of Toys Inc.","1957 Chevy Pickup","Trucks and Buses","2004-09-08 00:00:00","9","2004","3",1,991
"Land of Toys Inc.","1998 Chrysler Plymouth Prowler","Classic Cars","2004-09-08 00:00:00","9","2004","3",3,661
"Land of Toys Inc.","1964 Mercedes Tour Bus","Trucks and Buses","2004-09-08 00:00:00","9","2004","3",4,227
"Land of Toys Inc.","1992 Ferrari 360 Spider red","Classic Cars","2004-09-08 00:00:00","9","2004","3",3,094
"Land of Toys Inc.","1970 Triumph Spitfire","Classic Cars","2004-09-08 00:00:00","9","2004","3",5,056
"Land of Toys Inc.","1970 Dodge Coronet","Classic Cars","2004-09-08 00:00:00","9","2004","3",1,942
"Land of Toys Inc.","1958 Chevy Corvette Limited Edition","Classic Cars","2004-09-08 00:00:00","9","2004","3",1,338
"Land of Toys Inc.","1992 Porsche Cayenne Turbo Silver","Classic Cars","2004-09-08 00:00:00","9","2004","3",3,066
"Land of Toys Inc.","1954 Greyhound Scenicruiser","Trucks and Buses","2004-09-08 00:00:00","9","2004","3",2,706
"Land of Toys Inc.","1950's Chicago Surface Lines Streetcar","Trains","2004-09-08 00:00:00","9","2004","3",1,849
"Land of Toys Inc.","Diamond T620 Semi-Skirted Tanker","Trucks and Buses","2004-09-08 00:00:00","9","2004","3",4,651
"Land of Toys Inc.","1962 City of Detroit Streetcar","Trains","2004-09-08 00:00:00","9","2004","3",1,743
"Amica Models & Co.","2001 Ferrari Enzo","Classic Cars","2004-09-09 00:00:00","9","2004","3",8,603
"Amica Models & Co.","1969 Corvair Monza","Classic Cars","2004-09-09 00:00:00","9","2004","3",3,118
"Amica Models & Co.","1969 Ford Falcon","Classic Cars","2004-09-09 00:00:00","9","2004","3",7,708
"Amica Models & Co.","1903 Ford Model A","Vintage Cars","2004-09-09 00:00:00","9","2004","3",2,655
"Amica Models & Co.","Collectable Wooden Train","Trains","2004-09-09 00:00:00","9","2004","3",2,019
"Amica Models & Co.","1904 Buick Runabout","Vintage Cars","2004-09-09 00:00:00","9","2004","3",3,570
"Amica Models & Co.","18th century schooner","Ships","2004-09-09 00:00:00","9","2004","3",2,348
"Amica Models & Co.","The Mayflower","Ships","2004-09-09 00:00:00","9","2004","3",2,261
"Amica Models & Co.","Pont Yacht","Ships","2004-09-09 00:00:00","9","2004","3",1,642
"Online Mini Collectables","The Queen Mary","Ships","2004-09-10 00:00:00","9","2004","3",4,424
"Gifts4AllAges.com","1972 Alfa Romeo GTA","Classic Cars","2004-09-10 00:00:00","9","2004","3",3,264
"Gifts4AllAges.com","1912 Ford Model T Delivery Wagon","Vintage Cars","2004-09-10 00:00:00","9","2004","3",3,868
"Gifts4AllAges.com","The Schooner Bluenose","Ships","2004-09-10 00:00:00","9","2004","3",1,612
"Gifts4AllAges.com","The USS Constitution Ship","Ships","2004-09-10 00:00:00","9","2004","3",3,149
"Gifts4AllAges.com","The Titanic","Ships","2004-09-10 00:00:00","9","2004","3",3,167
"Bavarian Collectables Imports, Co.","1980s Black Hawk Helicopter","Planes","2004-09-15 00:00:00","9","2004","3",5,279
"Bavarian Collectables Imports, Co.","1999 Yamaha Speed Boat","Ships","2004-09-15 00:00:00","9","2004","3",1,463
"Bavarian Collectables Imports, Co.","1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","2004-09-15 00:00:00","9","2004","3",2,329
"Bavarian Collectables Imports, Co.","1900s Vintage Bi-Plane","Planes","2004-09-15 00:00:00","9","2004","3",1,280
"Bavarian Collectables Imports, Co.","1937 Horch 930V Limousine","Vintage Cars","2004-09-15 00:00:00","9","2004","3",1,977
"Bavarian Collectables Imports, Co.","1940 Ford Delivery Sedan","Vintage Cars","2004-09-15 00:00:00","9","2004","3",1,826
"Bavarian Collectables Imports, Co.","Corsair F4U ( Bird Cage)","Planes","2004-09-15 00:00:00","9","2004","3",2,031
"Bavarian Collectables Imports, Co.","1930 Buick Marquette Phaeton","Vintage Cars","2004-09-15 00:00:00","9","2004","3",1,067
"Bavarian Collectables Imports, Co.","American Airlines: B767-300","Planes","2004-09-15 00:00:00","9","2004","3",3,184
"Bavarian Collectables Imports, Co.","HMS Bounty","Ships","2004-09-15 00:00:00","9","2004","3",3,047
"Bavarian Collectables Imports, Co.","America West Airlines B757-200","Planes","2004-09-15 00:00:00","9","2004","3",2,322
"Bavarian Collectables Imports, Co.","F/A 18 Hornet 1/72","Planes","2004-09-15 00:00:00","9","2004","3",1,637
"Bavarian Collectables Imports, Co.","American Airlines: MD-11S","Planes","2004-09-15 00:00:00","9","2004","3",2,888
"Bavarian Collectables Imports, Co.","Boeing X-32A JSF","Planes","2004-09-15 00:00:00","9","2004","3",980
"Clover Collections, Co.","P-51-D Mustang","Planes","2004-09-16 00:00:00","9","2004","3",2,049
"Clover Collections, Co.","1928 British Royal Navy Airplane","Planes","2004-09-16 00:00:00","9","2004","3",3,431
"Clover Collections, Co.","1960 BSA Gold Star DBD34","Motorcycles","2004-09-16 00:00:00","9","2004","3",2,243
"Clover Collections, Co.","1900s Vintage Tri-Plane","Planes","2004-09-16 00:00:00","9","2004","3",1,650
"Clover Collections, Co.","1997 BMW F650 ST","Motorcycles","2004-09-16 00:00:00","9","2004","3",2,311
"Clover Collections, Co.","1928 Ford Phaeton Deluxe","Vintage Cars","2004-09-16 00:00:00","9","2004","3",1,772
"Clover Collections, Co.","ATA: B757-300","Planes","2004-09-16 00:00:00","9","2004","3",3,904
"Atelier graphique","1996 Moto Guzzi 1100i","Motorcycles","2004-09-27 00:00:00","9","2004","3",4,129
"Atelier graphique","1936 Harley Davidson El Knucklehead","Motorcycles","2004-09-27 00:00:00","9","2004","3",1,938
"Toys of Finland, Co.","1969 Harley Davidson Ultimate Chopper","Motorcycles","2004-09-30 00:00:00","9","2004","3",1,761
"Toys of Finland, Co.","2003 Harley-Davidson Eagle Drag Bike","Motorcycles","2004-09-30 00:00:00","9","2004","3",4,774
"Toys of Finland, Co.","2002 Suzuki XREO","Motorcycles","2004-09-30 00:00:00","9","2004","3",2,964
"Toys of Finland, Co.","1957 Vespa GS150","Motorcycles","2004-09-30 00:00:00","9","2004","3",2,425
"Toys of Finland, Co.","1957 Corvette Convertible","Classic Cars","2004-09-30 00:00:00","9","2004","3",5,833
"Toys of Finland, Co.","1997 BMW R 1100 S","Motorcycles","2004-09-30 00:00:00","9","2004","3",5,032
"Toys of Finland, Co.","1982 Ducati 900 Monster","Motorcycles","2004-09-30 00:00:00","9","2004","3",1,943
"Toys of Finland, Co.","1961 Chevrolet Impala","Classic Cars","2004-09-30 00:00:00","9","2004","3",2,121
"Toys of Finland, Co.","1982 Ducati 996 R","Motorcycles","2004-09-30 00:00:00","9","2004","3",869
"Toys of Finland, Co.","1974 Ducati 350 Mk3 Desmo","Motorcycles","2004-09-30 00:00:00","9","2004","3",3,219
"Toys of Finland, Co.","2002 Yamaha YZR M1","Motorcycles","2004-09-30 00:00:00","9","2004","3",3,401
"Blauer See Auto, Co.","1968 Ford Mustang","Classic Cars","2003-10-04 00:00:00","10","2003","4",6,100
"Blauer See Auto, Co.","1968 Dodge Charger","Classic Cars","2003-10-04 00:00:00","10","2003","4",3,372
"Blauer See Auto, Co.","1970 Plymouth Hemi Cuda","Classic Cars","2003-10-04 00:00:00","10","2003","4",1,685
"Blauer See Auto, Co.","1969 Dodge Charger","Classic Cars","2003-10-04 00:00:00","10","2003","4",2,198
